POSKOD,ADDRESS,CITY,STATE
1000,Kampung Bakong (Jejawi),Kangar,Perlis
1000,Kampung Baroh,Kangar,Perlis
1000,Kampung Baru Santan,Kangar,Perlis
1000,Kampung Baru,Kangar,Perlis
1000,Kampung Batu 3.5 (Jalan Kaki Bukit),Kangar,Perlis
1000,Kampung Batu Pahat,Kangar,Perlis
1000,Kampung Behor Cicar,Kangar,Perlis
1000,Kampung Behor Empiang,Kangar,Perlis
1000,Kampung Behor Inai,Kangar,Perlis
1000,Kampung Behor Janggus,Kangar,Perlis
1000,Kampung Behor Kebal,Kangar,Perlis
1000,Kampung Behor Pulai,Kangar,Perlis
1000,Kampung Behor Temak,Kangar,Perlis
1000,Kampung Belangga Pudak,Kangar,Perlis
1000,Kampung Belat Santan,Kangar,Perlis
1000,Kampung Belukar (Kangar),Kangar,Perlis
1000,Kampung Bendang Baru,Kangar,Perlis
1000,Kampung Binjal,Kangar,Perlis
1000,Kampung Bintong,Kangar,Perlis
1000,Kampung Bohor Chichar,Kangar,Perlis
1000,Kampung Bohor Gandil,Kangar,Perlis
1000,Kampung Bohor Gelam,Kangar,Perlis
1000,Kampung Bohor Goncar,Kangar,Perlis
1000,Kampung Bohor Inai,Kangar,Perlis
1000,Kampung Bohor Temak,Kangar,Perlis
1000,Kampung Bukit Besi Hangit,Kangar,Perlis
1000,Kampung Bukit Kecil,Kangar,Perlis
1000,Kampung Bunga Pudak,Kangar,Perlis
1000,Kampung Dagang,Kangar,Perlis
1000,Kampung Dasri,Kangar,Perlis
1000,Kampung Datuk,Kangar,Perlis
1000,Kampung Guar Syed Alwi,Kangar,Perlis
1000,Kampung Guar Ujung Batu,Kangar,Perlis
1000,Kampung Gunong,Kangar,Perlis
1000,Kampung Guru,Kangar,Perlis
1000,Kampung Haji Daud,Kangar,Perlis
1000,Kampung Hutan Buluh,Kangar,Perlis
1000,Kampung Hutan Melintang,Kangar,Perlis
1000,Kampung Jarak,Kangar,Perlis
1000,Kampung Jejawi Dalam,Kangar,Perlis
1000,Kampung Jejawi Sematang,Kangar,Perlis
1000,Kampung Kechor,Kangar,Perlis
1000,Kampung Keranji,Kangar,Perlis
1000,Kampung Kota Keran,Kangar,Perlis
1000,Kampung Kota Ulu,Kangar,Perlis
1000,Kampung Kota,Kangar,Perlis
1000,Kampung Kubang Arang,Kangar,Perlis
1000,Kampung Kubang Badak,Kangar,Perlis
1000,Kampung Kubang Cekuang,Kangar,Perlis
1000,Kampung Kubang Gajah,Kangar,Perlis
1000,Kampung Kurung Batang,Kangar,Perlis
1000,Kampung Lin,Kangar,Perlis
1000,Kampung Masjid (Kangar),Kangar,Perlis
1000,Kampung Mengkuang Layar,Kangar,Perlis
1000,Kampung Nissam,Kangar,Perlis
1000,Kampung Nyak Adam,Kangar,Perlis
1000,Kampung Padang Behor,Kangar,Perlis
1000,Kampung Padang Jawa Seriab,Kangar,Perlis
1000,Kampung Padang Katong,Kangar,Perlis
1000,Kampung Padang Kedepiang,Kangar,Perlis
1000,Kampung Padang Machang,Kangar,Perlis
1000,Kampung Padang Nyaring,Kangar,Perlis
1000,Kampung Padang Pauh,Kangar,Perlis
1000,Kampung Padang Petani,Kangar,Perlis
1000,Kampung Padang Seberang,Kangar,Perlis
1000,Kampung Panggau,Kangar,Perlis
1000,Kampung Parit Jari,Kangar,Perlis
1000,Kampung Penghulu Bakar,Kangar,Perlis
1000,Kampung Pengkalan Asam,Kangar,Perlis
1000,Kampung Peseri,Kangar,Perlis
1000,Kampung Petai Hilir,Kangar,Perlis
1000,Kampung Petai,Kangar,Perlis
1000,Kampung Pokok Jawi,Kangar,Perlis
1000,Kampung Pondok,Kangar,Perlis
1000,Kampung Pulau,Kangar,Perlis
1000,Kampung Repoh Dagang,Kangar,Perlis
1000,Kampung Repoh,Kangar,Perlis
1000,Kampung Salang,Kangar,Perlis
1000,Kampung Santan Aur,Kangar,Perlis
1000,Kampung Santan Belat,Kangar,Perlis
1000,Kampung Santan Enam,Kangar,Perlis
1000,Kampung Santan Masjid,Kangar,Perlis
1000,Kampung Santan,Kangar,Perlis
1000,Kampung Sempering,Kangar,Perlis
1000,Kampung Sena Sematang,Kangar,Perlis
1000,Kampung Sena,Kangar,Perlis
1000,Kampung Sentang,Kangar,Perlis
1000,Kampung Sentua,Kangar,Perlis
1000,Kampung Seriab,Kangar,Perlis
1000,Kampung Sungai Bakong,Kangar,Perlis
1000,Kampung Sungai Baru,Kangar,Perlis
1000,Kampung Sungai Santan,Kangar,Perlis
1000,Kampung Sungai Siran,Kangar,Perlis
1000,Kampung Surau,Kangar,Perlis
1000,Kampung Syed Umar,Kangar,Perlis
1000,Kampung Tanjung Buluh,Kangar,Perlis
1000,Kampung Tanjung Gorah,Kangar,Perlis
1000,Kampung Tanjung Sila,Kangar,Perlis
1000,Kampung Tanjung,Kangar,Perlis
1000,Kampung Tebing Tinggi,Kangar,Perlis
1000,Kampung Telaga Idi,Kangar,Perlis
1000,Kampung Telaga Nyiur Manis,Kangar,Perlis
1000,Kampung Telok Epa,Kangar,Perlis
1000,Kampung Telok Gelam,Kangar,Perlis
1000,Kampung Telok Jambu,Kangar,Perlis
1000,Kampung Telok Kacang,Kangar,Perlis
1000,Kampung Telok Tui,Kangar,Perlis
1000,Kampung Temak,Kangar,Perlis
1000,Kampung Tengah Abi,Kangar,Perlis
1000,Kampung Titi Teras,Kangar,Perlis
1000,Kampung Titi Tok Bandar,Kangar,Perlis
1000,Kampung Tok Dewa,Kangar,Perlis
1000,Kampung Tok Gong,Kangar,Perlis
1000,Kampung Tok Jawa,Kangar,Perlis
1000,Kampung Tok Jepun,Kangar,Perlis
1000,Kampung Tok Kandang,Kangar,Perlis
1000,Kampung Tok Kembong,Kangar,Perlis
1000,Kampung Tok Larak,Kangar,Perlis
1000,Kampung Tok Peduka,Kangar,Perlis
1000,Kampung Tok Pong,Kangar,Perlis
1000,Kampung Tok Sumbing,Kangar,Perlis
1000,Kampung Ujung Bukit,Kangar,Perlis
1000,Kampung Utan Aji,Kangar,Perlis
1000,Kampung Utan Temak,Kangar,Perlis
1000,Kampung Wang Belimbing,Kangar,Perlis
1000,Kampung Wang Besar,Kangar,Perlis
1000,Kampung Wang Ulu,Kangar,Perlis
1000,Kangar,Kangar,Perlis
1000,Kubang Arang,Kangar,Perlis
1000,Lorong Haji Seman,Kangar,Perlis
1000,Lorong Kampung Sena,Kangar,Perlis
1000,Lorong Nisam,Kangar,Perlis
1000,Lorong Sekolah,Kangar,Perlis
1000,Lukuk Gajah,Kangar,Perlis
1000,Mengkuang Layar,Kangar,Perlis
1000,Padang Bohor,Kangar,Perlis
1000,Pengkalan Asam,Kangar,Perlis
1000,Perumahan Awam Bohor Lateh,Kangar,Perlis
1000,Perumahan Awam Santan,Kangar,Perlis
1000,Repoh,Kangar,Perlis
1000,Sena Rendang,Kangar,Perlis
1000,Taman Abu Bakar Munir,Kangar,Perlis
1000,Taman Aman,Kangar,Perlis
1000,Taman Bakau Emas,Kangar,Perlis
1000,Taman Behor Indah,Kangar,Perlis
1000,Taman Bintong Maju,Kangar,Perlis
1000,Taman Bintong Setia,Kangar,Perlis
1000,Taman Bintong Utama,Kangar,Perlis
1000,Taman Bukit Kaya,Kangar,Perlis
1000,Taman Bukit Kayangan,Kangar,Perlis
1000,Taman Bumita,Kangar,Perlis
1000,Taman Bunga Kemboja RPA,Kangar,Perlis
1000,Taman Bunga Raya,Kangar,Perlis
1000,Taman Cahaya,Kangar,Perlis
1000,Taman Cergas,Kangar,Perlis
1000,Taman Ceria,Kangar,Perlis
1000,Taman Choo Kee,Kangar,Perlis
1000,Taman Datuk Jaafar Hassan,Kangar,Perlis
1000,Taman Datuk Setia,Kangar,Perlis
1000,Taman Datuk Wan Ahmad,Kangar,Perlis
1000,Taman Desa Bintong,Kangar,Perlis
1000,Taman Desa Jarak,Kangar,Perlis
1000,Taman Desa Katong,Kangar,Perlis
1000,Taman Desa Kayangan,Kangar,Perlis
1000,Taman Desa Pulai,Kangar,Perlis
1000,Taman Desa Putra,Kangar,Perlis
1000,Taman Desa Sentua,Kangar,Perlis
1000,Taman Fauziah,Kangar,Perlis
1000,Taman Firdaus,Kangar,Perlis
1000,Taman Gasing,Kangar,Perlis
1000,Taman Gembira,Kangar,Perlis
1000,Taman Guru Jaya,Kangar,Perlis
1000,Taman Guru,Kangar,Perlis
1000,Taman Hijrah,Kangar,Perlis
1000,Taman Idaman,Kangar,Perlis
1000,Taman Indera,Kangar,Perlis
1000,Taman Intan,Kangar,Perlis
1000,Taman Ira,Kangar,Perlis
1000,Taman Jali,Kangar,Perlis
1000,Taman Jarak,Kangar,Perlis
1000,Taman Jawi Matang,Kangar,Perlis
1000,Taman Jaya ,Kangar,Perlis
1000,Taman Jaya Diri,Kangar,Perlis
1000,Taman Jejawi,Kangar,Perlis
1000,Taman Jelati,Kangar,Perlis
1000,Taman Kangar,Kangar,Perlis
1000,Taman Kastam ,Kangar,Perlis
1000,Taman Kayangan Indah,Kangar,Perlis
1000,Taman Kechor Indah,Kangar,Perlis
1000,Taman Kechor Jaya,Kangar,Perlis
1000,Taman Kecor Indah,Kangar,Perlis
1000,Taman Kemajuan,Kangar,Perlis
1000,Taman Kenanga,Kangar,Perlis
1000,Taman Koperasi,Kangar,Perlis
1000,Taman Lewata,Kangar,Perlis
1000,Taman Lima Naleh,Kangar,Perlis
1000,Taman Mada Sepakat,Kangar,Perlis
1000,Taman Mas Muda,Kangar,Perlis
1000,Taman Mas Putra,Kangar,Perlis
1000,Taman Mas Ria,Kangar,Perlis
1000,Taman Medan Sepakat,Kangar,Perlis
1000,Taman Merpati,Kangar,Perlis
1000,Taman Mesra ,Kangar,Perlis
1000,Taman Mesra Jejawi,Kangar,Perlis
1000,Taman Mewah,Kangar,Perlis
1000,Taman Muda Sepakat,Kangar,Perlis
1000,Taman Murni,Kangar,Perlis
1000,Taman Mutiara,Kangar,Perlis
1000,Taman Norma,Kangar,Perlis
1000,Taman Peduka,Kangar,Perlis
1000,Taman Pekeliling,Kangar,Perlis
1000,Taman Pengkalan Assam,Kangar,Perlis
1000,Taman Pengkalan Indah,Kangar,Perlis
1000,Taman Perlis,Kangar,Perlis
1000,Taman Permai,Kangar,Perlis
1000,Taman Pertama,Kangar,Perlis
1000,Taman Pertiwi Indah,Kangar,Perlis
1000,Taman Pertiwi Seriab,Kangar,Perlis
1000,Taman Putera,Kangar,Perlis
1000,Taman Putra Putri,Kangar,Perlis
1000,Taman Rasa Sayang,Kangar,Perlis
1000,Taman Repoh Indah,Kangar,Perlis
1000,Taman Repoh Jaya,Kangar,Perlis
1000,Taman Repoh,Kangar,Perlis
1000,Taman Sena Indah,Kangar,Perlis
1000,Taman Sena Permai,Kangar,Perlis
1000,Taman Sena,Kangar,Perlis
1000,Taman Sentua,Kangar,Perlis
1000,Taman Sepadu 1,Kangar,Perlis
1000,Taman Sepadu,Kangar,Perlis
1000,Taman Seri Bahagia,Kangar,Perlis
1000,Taman Seri Embun,Kangar,Perlis
1000,Taman Seri Idaman,Kangar,Perlis
1000,Taman Seri Intan,Kangar,Perlis
1000,Taman Seri Manis,Kangar,Perlis
1000,Taman Seri Medan,Kangar,Perlis
1000,Taman Seri Murni,Kangar,Perlis
1000,Taman Seri Pilihan,Kangar,Perlis
1000,Taman Seri Puchong,Kangar,Perlis
1000,Taman Seri Pulai 4,Kangar,Perlis
1000,Taman Seri Tanjung,Kangar,Perlis
1000,Taman Seriab,Kangar,Perlis
1000,Taman Setia Utama,Kangar,Perlis
1000,Taman Simpang Tiga,Kangar,Perlis
1000,Taman Sri Guar Syed Alwi,Kangar,Perlis
1000,Taman Suriani,Kangar,Perlis
1000,Taman Syed Alwi,Kangar,Perlis
1000,Taman Ten,Kangar,Perlis
1000,Taman Teratai,Kangar,Perlis
1000,Taman Tok Peduka,Kangar,Perlis
1000,Taman Utama Indah,Kangar,Perlis
1000,Taman Utama,Kangar,Perlis
1000,Taman Utara,Kangar,Perlis
1000,Taman Wira,Kangar,Perlis
1000,Titi Chai,Kangar,Perlis
1000,Titi Midin,Kangar,Perlis
1000,Tok Peduka,Kangar,Perlis
1000,Ujung Batu,Kangar,Perlis
1007,Kangar - Peti surat,Kangar,Perlis
1009,Kangar - Beg berkunci,Kangar,Perlis
1500,DYMM Tuanku Raja Perlis,Kangar,Perlis
1502,YAB Menteri Besar Perlis,Kangar,Perlis
1503,Setiausaha Kerajaan Negeri,Kangar,Perlis
1504,Biro Bantuan Guaman,Kangar,Perlis
1505,Biro Pengaduan Awam,Kangar,Perlis
1506,Mahkamah Sesyen,Kangar,Perlis
1506,Mahkamah Tinggi,Kangar,Perlis
1508,Amanah Raya Berhad,Kangar,Perlis
1512,Penasihat Undang-Undang Negeri,Kangar,Perlis
1514,Jabatan Perangkaan,Kangar,Perlis
1516,Jabatan Pemegang Harta,Kangar,Perlis
1517,Jabatan Perpaduan Negara,Kangar,Perlis
1518,Jabatan Audit Negeri,Kangar,Perlis
1524,Setiausaha Keselamatan Negeri,Kangar,Perlis
1529,Unit Penyelidikan Sosio Ekonomi,Kangar,Perlis
1532,Jabatan Sumber Manusia,Kangar,Perlis
1538,Jabatan Keselamatan Sosial (Perkeso),Kangar,Perlis
1540,Jabatan Tenaga Rakyat,Kangar,Perlis
1546,Pejabat Rela Negeri,Kangar,Perlis
1546,Unit Pencegah Penyeludupan,Kangar,Perlis
1550,Jabatan Imigresen,Kangar,Perlis
1551,Jabatan Pendaftaran Negara,Kangar,Perlis
1556,Jabatan Pertahanan Awam,Kangar,Perlis
1560,Ketua Polis Negeri,Kangar,Perlis
1564,Jabatan Kebajikan Masyarakat,Kangar,Perlis
1570,Jabatan Belia & Sukan,Kangar,Perlis
1572,Perpustakaan Awam Negeri,Kangar,Perlis
1576,Jabatan Tanah & Galian,Kangar,Perlis
1578,Jabatan Ukur & Pemetaan,Kangar,Perlis
1582,Jabatan Kerja Raya,Kangar,Perlis
1586,Hospital Kangar,Kangar,Perlis
1590,Jabatan Kesihatan,Kangar,Perlis
1592,Pegawai Kewangan Negeri,Kangar,Perlis
1594,Akauntan Negeri,Kangar,Perlis
1596,Jabatan Kastam & Eksais Di Raja,Kangar,Perlis
1598,Kumpulan Wang Simpanan Pekerja,Kangar,Perlis
1600,Lembaga Hasil Dalam Negeri,Kangar,Perlis
1604,Jabatan Pendidikan,Kangar,Perlis
1606,Jabatan Kemajuan Masyarakat (Kemas),Kangar,Perlis
1608,Jabatan Pembangunan Koperasi,Kangar,Perlis
1609,Pejabat Mara Negeri,Kangar,Perlis
1610,Bahagian Perlesenan - Kementerian Penerangan,Kangar,Perlis
1612,Jabatan Penerangan,Kangar,Perlis
1614,Jabatan Penyiaran,Kangar,Perlis
1620,Jabatan Pengangkutan Jalan,Kangar,Perlis
1622,Unit Penguatkuasa Kem. Perdagangan & Perindustrian,Kangar,Perlis
1626,Jabatan Pengairan & Saliran,Kangar,Perlis
1628,Jabatan Perikanan,Kangar,Perlis
1630,Jabatan Haiwan,Kangar,Perlis
1632,Jabatan Pertanian,Kangar,Perlis
1634,Panglima Markas 12 Briged,Kangar,Perlis
1644,Majlis Perbandaran Kangar,Kangar,Perlis
1646,Jabatan Perancang Bandar & Desa,Kangar,Perlis
1648,Jabatan Bomba & Penyelamat,Kangar,Perlis
1660,Jabatan Perhutanan,Kangar,Perlis
1664,Jabatan Perhilitan,Kangar,Perlis
1670,Pos Malaysia Berhad,Kangar,Perlis
1672,Telekom Malaysia Berhad,Kangar,Perlis
1673,Tenaga Nasional Berhad,Kangar,Perlis
1674,Pegawai Kemajuan Negeri,Kangar,Perlis
1676,Jabatan Agama Islam Perlis,Kangar,Perlis
1680,Dewan Undangan Negeri,Kangar,Perlis
1694,Jabatan KeBudayaan & Kesenian,Kangar,Perlis
2000,Al Marhom Kayang,Kuala Perlis,Perlis
2000,Bohor Lateh,Kuala Perlis,Perlis
2000,Bohor Mali,Kuala Perlis,Perlis
2000,Bukit Puteh,Kuala Perlis,Perlis
2000,Bukit Tok Po,Kuala Perlis,Perlis
2000,Jalan Besar,Kuala Perlis,Perlis
2000,Jalan Lama Kuala Perlis (Batu 4),Kuala Perlis,Perlis
2000,Jalan Masjid,Kuala Perlis,Perlis
2000,Jalan Miri,Kuala Perlis,Perlis
2000,Jalan Panggong,Kuala Perlis,Perlis
2000,Jalan Serawak,Kuala Perlis,Perlis
2000,Jalan Siakap,Kuala Perlis,Perlis
2000,Jalan Simpang Empat (Batu 3 3/4 - 4 1/2),Kuala Perlis,Perlis
2000,Kampung Bahagia,Kuala Perlis,Perlis
2000,Kampung Bangsal Lebah,Kuala Perlis,Perlis
2000,Kampung Baru (Jalan Sarawak),Kuala Perlis,Perlis
2000,Kampung Baru Jeti,Kuala Perlis,Perlis
2000,Kampung Baru Tandiap,Kuala Perlis,Perlis
2000,Kampung Baru Tok Kuning,Kuala Perlis,Perlis
2000,Kampung Batu Buaya,Kuala Perlis,Perlis
2000,Kampung Batu Lima,Kuala Perlis,Perlis
2000,Kampung Behor Lateh,Kuala Perlis,Perlis
2000,Kampung Belakang Kilang,Kuala Perlis,Perlis
2000,Kampung Besar,Kuala Perlis,Perlis
2000,Kampung Bohor Ibus,Kuala Perlis,Perlis
2000,Kampung Bohor Lateh,Kuala Perlis,Perlis
2000,Kampung Bohor Mesjid,Kuala Perlis,Perlis
2000,Kampung Bohor Rotan Pahit,Kuala Perlis,Perlis
2000,Kampung Bohor Tui,Kuala Perlis,Perlis
2000,Kampung Bukit Papan,Kuala Perlis,Perlis
2000,Kampung Hujung Tanjung,Kuala Perlis,Perlis
2000,Kampung Kolam Raja,Kuala Perlis,Perlis
2000,Kampung Kota Kayang,Kuala Perlis,Perlis
2000,Kampung Kuala,Kuala Perlis,Perlis
2000,Kampung Kurung Tengar,Kuala Perlis,Perlis
2000,Kampung Langgar,Kuala Perlis,Perlis
2000,Kampung Nelayan,Kuala Perlis,Perlis
2000,Kampung Padang Besar Selatan,Kuala Perlis,Perlis
2000,Kampung Padang Cina,Kuala Perlis,Perlis
2000,Kampung Padang Jamil,Kuala Perlis,Perlis
2000,Kampung Pak Lengah,Kuala Perlis,Perlis
2000,Kampung Peladang,Kuala Perlis,Perlis
2000,Kampung Perak,Kuala Perlis,Perlis
2000,Kampung Pokok Asam,Kuala Perlis,Perlis
2000,Kampung Puju,Kuala Perlis,Perlis
2000,Kampung Pulau Ketam,Kuala Perlis,Perlis
2000,Kampung Pulau,Kuala Perlis,Perlis
2000,Kampung Seberang Alor,Kuala Perlis,Perlis
2000,Kampung Seberang Jaya,Kuala Perlis,Perlis
2000,Kampung Seberang Tok PI,Kuala Perlis,Perlis
2000,Kampung Sungai Mati,Kuala Perlis,Perlis
2000,Kampung Tandiap,Kuala Perlis,Perlis
2000,Kampung Tanjung Gelam,Kuala Perlis,Perlis
2000,Kampung Telok,Kuala Perlis,Perlis
2000,Kampung Tengah Bohor Lateh,Kuala Perlis,Perlis
2000,Kampung Tengah,Kuala Perlis,Perlis
2000,Kampung Terus Teritip,Kuala Perlis,Perlis
2000,Kampung Titi Serong,Kuala Perlis,Perlis
2000,Kampung Tok Kaya,Kuala Perlis,Perlis
2000,Kampung Tok Kuning,Kuala Perlis,Perlis
2000,Kampung Utan Ibus,Kuala Perlis,Perlis
2000,Kampung Wai,Kuala Perlis,Perlis
2000,Kampung Wang Pinang,Kuala Perlis,Perlis
2000,Kawasan Perindustrian Kuala Perlis,Kuala Perlis,Perlis
2000,Kuala Perlis,Kuala Perlis,Perlis
2000,PPRT Tok Kuning,Kuala Perlis,Perlis
2000,Persiaran Putra Timur 1,Kuala Perlis,Perlis
2000,Rancangan Perumahan Awam 2 KPS,Kuala Perlis,Perlis
2000,Sungai Berembang,Kuala Perlis,Perlis
2000,Sungai Manor,Kuala Perlis,Perlis
2000,Sungai Siput,Kuala Perlis,Perlis
2000,Taman Berlian,Kuala Perlis,Perlis
2000,Taman Bukit Kubu,Kuala Perlis,Perlis
2000,Taman Indera Indah,Kuala Perlis,Perlis
2000,Taman Kuala Perlis,Kuala Perlis,Perlis
2000,Taman Peladang Jaya,Kuala Perlis,Perlis
2000,Taman Semarak,Kuala Perlis,Perlis
2000,Taman Sentosa,Kuala Perlis,Perlis
2000,Taman Seri Bayu,Kuala Perlis,Perlis
2000,Taman Seri Semarak,Kuala Perlis,Perlis
2000,Taman Suria,Kuala Perlis,Perlis
2100,Aked niaga,Padang Besar,Perlis
2100,Bukit Cabang,Padang Besar,Perlis
2100,Emas Kerajang,Padang Besar,Perlis
2100,Felcra Lubuk Sireh,Padang Besar,Perlis
2100,Felda Mata Ayer,Padang Besar,Perlis
2100,Felda Rimba Mas,Padang Besar,Perlis
2100,Gapura Square,Padang Besar,Perlis
2100,Gapura squre,Padang Besar,Perlis
2100,Jalan Padang Besar (Km 19),Padang Besar,Perlis
2100,Kampung Alor Dalam (Bukit Chabang),Padang Besar,Perlis
2100,Kampung Asmara,Padang Besar,Perlis
2100,Kampung Baru Bukit Chabang,Padang Besar,Perlis
2100,Kampung Baru Jalan Sahabat,Padang Besar,Perlis
2100,Kampung Baru,Padang Besar,Perlis
2100,Kampung Bukit Chabang,Padang Besar,Perlis
2100,Kampung Chantek,Padang Besar,Perlis
2100,Kampung Guar Tinggi (Titi Tinggi),Padang Besar,Perlis
2100,Kampung Kok Mak,Padang Besar,Perlis
2100,Kampung Kolam,Padang Besar,Perlis
2100,Kampung Masjid,Padang Besar,Perlis
2100,Kampung Melayu,Padang Besar,Perlis
2100,Kampung Padang Mawa,Padang Besar,Perlis
2100,Kampung Petani,Padang Besar,Perlis
2100,Kampung Sahabat,Padang Besar,Perlis
2100,Kampung Sena,Padang Besar,Perlis
2100,Kampung Sungai Chuchuh,Padang Besar,Perlis
2100,Kampung Syed Abdan,Padang Besar,Perlis
2100,Kampung Titi Tinggi Hilir,Padang Besar,Perlis
2100,Kampung Titi Tinggi Ulu,Padang Besar,Perlis
2100,Kampung Titi Tinggi,Padang Besar,Perlis
2100,Kampung Tok Wan Nik,Padang Besar,Perlis
2100,Kem UPP,Padang Besar,Perlis
2100,Kem askar rimba Mab,Padang Besar,Perlis
2100,Klinik Kesihatan Jln Keretapi,Padang Besar,Perlis
2100,Kompleks Imigresen,Padang Besar,Perlis
2100,Kuarantin Haiwan,Padang Besar,Perlis
2100,Padang Besar,Padang Besar,Perlis
2100,Pejabat Felda Rimba Mas FRM,Padang Besar,Perlis
2100,Pejabat Kastam,Padang Besar,Perlis
2100,Pusat Serenti Bukit Cabang,Padang Besar,Perlis
2100,Sekolah Menengah Padang Besar,Padang Besar,Perlis
2100,Taman Bunga Cempaka,Padang Besar,Perlis
2100,Taman Bunga Cina,Padang Besar,Perlis
2100,Taman Kastam Baru,Padang Besar,Perlis
2100,Taman Kim 2,Padang Besar,Perlis
2100,Taman Kim,Padang Besar,Perlis
2100,Taman Perumahan Awam,Padang Besar,Perlis
2100,Taman Singgah Sana,Padang Besar,Perlis
2100,Taman Utara Jaya (Fasa 1 - 3),Padang Besar,Perlis
2100,kampung Tersusun (Batu 20),Padang Besar,Perlis
2200,Jalan Padang Besar (Batu 16),Kaki Bukit,Perlis
2200,Kaki Bukit,Kaki Bukit,Perlis
2200,Kampung Tassoh,Kaki Bukit,Perlis
2200,Kampung Wang Kelian,Kaki Bukit,Perlis
2200,Taman Singgahsana,Kaki Bukit,Perlis
2400,Beseri Dalam,Kangar,Perlis
2400,Beseri,Kangar,Perlis
2400,Bilal Uduh,Kangar,Perlis
2400,Bohor Madi,Kangar,Perlis
2400,Bukit Keteri,Kangar,Perlis
2400,Empangan Timah Tassoh JPS,Kangar,Perlis
2400,Guar Panji,Kangar,Perlis
2400,Institut Kemahiran Mara,Kangar,Perlis
2400,JKR Bekalan Air Tassoh,Kangar,Perlis
2400,Jabatan Pertanian Bukit Temiang,Kangar,Perlis
2400,Jalan Asam Paya,Kangar,Perlis
2400,Jalan Beseri - Bukit Keteri,Kangar,Perlis
2400,Jalan Kaki Bukit (Batu 4 3/4 - 6 1/4),Kangar,Perlis
2400,Jalan Padang Melangit,Kangar,Perlis
2400,Jalan Santan (Batu 3 3/4 - 5),Kangar,Perlis
2400,Kampung Alor Kangar,Kangar,Perlis
2400,Kampung Alor Tampang,Kangar,Perlis
2400,Kampung Balai Baru,Kangar,Perlis
2400,Kampung Baru Ngulang,Kangar,Perlis
2400,Kampung Baru Pangas,Kangar,Perlis
2400,Kampung Batu Bertangkup,Kangar,Perlis
2400,Kampung Batu Hampar (Beseri),Kangar,Perlis
2400,Kampung Behor Kuala Lumpurit Kerang,Kangar,Perlis
2400,Kampung Behor Madi,Kangar,Perlis
2400,Kampung Belat Batu Beseri,Kangar,Perlis
2400,Kampung Belukar Lengga,Kangar,Perlis
2400,Kampung Beseri Dalam,Kangar,Perlis
2400,Kampung Beseri Jaya,Kangar,Perlis
2400,Kampung Bilal Uduh,Kangar,Perlis
2400,Kampung Bohor Luar,Kangar,Perlis
2400,Kampung Bongkok,Kangar,Perlis
2400,Kampung Bukit Jernih,Kangar,Perlis
2400,Kampung Bukit Kedak,Kangar,Perlis
2400,Kampung Bukit Manek Barat,Kangar,Perlis
2400,Kampung Bukit Merah Hilir,Kangar,Perlis
